image_id,x,y,width,height,english_text,hindi_text,bengali_text,malayalam_text,odia_text
2402386,407,52,84,105,People with umbrellas waiting to cross the street.,छतरियों वाले लोग सड़क पार करने की प्रतीक्षा कर रहे हैं।,রাস্তা পার হওয়ার অপেক্ষায় ছাতাওয়ালা লোকেরা।,തെരുവ് മുറിച്ചുകടക്കാൻ കാത്തിരിക്കുന്ന കുടകളുള്ള ആളുകൾ.,ଛତା ଥିବା ଲୋକମାନେ ରାସ୍ତା ପାର ହେବାକୁ ଅପେକ୍ଷା କରନ୍ତି |
2342217,15,225,27,34,red ground of a tennis court,एक टेनिस कोर्ट का लाल मैदान,টেনিস কোর্টের লাল গ্রাউন্ড,ഒരു ടെന്നീസ് കോർട്ടിന്റെ ചുവന്ന നിലം,ଏକ ଟେନିସ୍ କୋର୍ଟର ଲାଲ୍ ଭୂମି |
2342149,396,123,26,24,the second hand on the clock,घड़ी पर सैकडं का कांटा,ঘড়ির উপর দ্বিতীয় হাত,ക്ലോക്കിന്റെ രണ്ടാമത്തെ കൈ,ଘଣ୍ଟା ଉପରେ ଦ୍ୱିତୀୟ ହାତ |
4503,143,563,22,32,the small cross on top of the headstone,हेडस्टोन के ऊपर छोटा सा क्रॉस,হেডস্টোন উপরে ছোট ক্রস,ഹെഡ്‌സ്റ്റോണിന് മുകളിലുള്ള ചെറിയ കുരിശ്,ମୁଣ୍ଡ ପଥର ଉପରେ ଛୋଟ କ୍ରସ୍ |
2401886,9,353,162,124,White cross walk in road,सड़क में व्हाइट क्रॉस वॉक,রাস্তায় সাদা ক্রস ওয়াক,റോഡിലെ വൈറ്റ് ക്രോസ് വാക്ക്,ରାସ୍ତାରେ ଧଳା କ୍ରସ୍ ଚାଲ |
2372170,219,339,153,96,rusty springs beneath 'schwinn','श्विन' के नीचे जंग लगे स्प्रिंग्स,'স্কুইন' এর নীচে মরিচা ঝর্ণা,'ഷ്വിന്നി'ന് ചുവടെയുള്ള തുരുമ്പിച്ച സ്പ്രിങ്ങുകൾ,ସ୍କ୍ୱିନ୍' ତଳେ କଳଙ୍କିତ ସ୍ପ୍ରିଙ୍ଗ |
2404753,380,253,90,37,truck has two white Chinese characters,ट्रक में दो सफेद चीनी अक्षर हैं,ট্রাক দুটি সাদা চীনা অক্ষর আছে,ട്രക്കിന് രണ്ട് വെളുത്ത ചൈനീസ് പ്രതീകങ്ങളുണ്ട്,ଟ୍ରକରେ ଦୁଇଟି ଧଳା ଚାଇନିଜ୍ ଅକ୍ଷର ଅଛି |
2408991,2,156,400,285,a bunch of baseball players waiting for their turn,अपनी बारी की प्रतीक्षा कर रहा एक बेसबॉल खिलाड़ियों का झुंड,বেসবল খেলোয়াড়দের একগুচ্ছ তাদের পালনের জন্য অপেক্ষা করছে,ഒരു കൂട്ടം ബേസ്ബോൾ കളിക്കാർ അവരുടെ അവസരത്തിനായി കാത്തിരിക്കുന്നു,ସେମାନଙ୍କ ପର୍ଯ୍ୟାୟକୁ ଅପେକ୍ଷା କରୁଥିବା ଏକ ଦଳ ବେସବଲ୍ ଖେଳାଳୀ |
2369722,129,30,270,297,The sign is in arabic and english,संकेत अरबी और अंग्रेजी में है,সাইন আরবী এবং ইংরেজী ভাষায়,ചിഹ്നം അറബിയിലും ഇംഗ്ലീഷിലും ആണ്,ଚିହ୍ନଟି ଆରବୀ ଏବଂ ଇଂରାଜୀରେ ଅଛି |
2404836,265,303,68,70,a copy of vanity fair is displayed,वैनिटी फेयर की एक प्रति प्रदर्शित की गई है,ভ্যানিটি মেলার একটি অনুলিপি প্রদর্শিত হয়,വാനിറ്റി മേളയുടെ ഒരു പകർപ്പ് പ്രദർശിച്ചിട്ടുണ്ട്,ଭ୍ୟାନିଟି ମେଳାର ଏକ କପି ପ୍ରଦର୍ଶିତ ହୁଏ |
2365122,130,131,45,31,the fine is 350 usd,शूल्क 350 ड़ॉलर है,জরিমানা 350 ইউএসডি হয়,പിഴ മൂന്നൂറ്റി അമ്പത് യുഎസ്ഡി,ଜରିମାନା ହେଉଛି 350 ଆମେରିକାନ ଡଲାର |
2364518,279,120,45,37,a black second hand,एक काला सैकंड का कांटा,একটি কালো দ্বিতীয় হাত,ഒരു കറുത്ത സെക്കൻഡ് ഹാൻഡ്,ଏକ କଳା ଦ୍ୱିତୀୟ ହାତ |
2378877,325,241,70,57,A postage stamp.,एक डाक टिकट।,একটি ডাকটিকিট,ഒരു തപാൽ സ്റ്റാമ്പ്.,ଏକ ଡାକ ଷ୍ଟାମ୍ପ |
2381214,351,65,147,82,advertisement on tennis court,टेनिस कोर्ट पर विज्ञापन,টেনিস কোর্টে বিজ্ঞাপন,ടെന്നീസ് കോർട്ടിൽ പരസ്യം,ଟେନିସ୍ କୋର୍ଟରେ ବିଜ୍ଞାପନ |
2366619,1,116,284,43,A fruit stand on the sidewalk,फुटपाथ पर एक फल स्टैंड,ফুটপাতে একটি ফল স্ট্যান্ড,ഫുട്പാത്തിൽ ഒരു ഫ്രൂട്ട് സ്റ്റാന്റ്,ରାସ୍ତାରେ ଏକ ଫଳ ଷ୍ଟାଣ୍ଡ ଅଛି |
2377930,25,0,471,225,"fair large legion of anti-climate change, 350.org, kites with tails in the overcast sky","जलवायु परिवर्तन के उचित बड़े विरासत 350.org, आसमान में पतंगों के साथ पतंग","জলবায়ু পরিবর্তন বিরোধী ন্যায্য বৃহত্তর সৈন্যদল, 350.org, মেঘলা আকাশে লেজযুক্ত ঘুড়ি","കാലാവസ്ഥാ വ്യതിയാനത്തിന്റെ ന്യായമായ വലിയ ലെജിയൻ, മൂന്നൂറ്റി അമ്പത്.ഒർജി, മൂടിക്കെട്ടിയ ആകാശത്ത് വാലുള്ള കൈറ്റ്സ്","ଜଳବାୟୁ ବିରୋଧୀ ପରିବର୍ତ୍ତନର ଯଥେଷ୍ଟ ବଡ଼ ଲେଜିଅନ୍, 350.org, ଆକାଶରେ ଲାଞ୍ଜ ସହିତ କିଟ୍ |"
2331693,162,96,104,163,the banana hanging from the stand,स्टैंड से लटका हुआ केला,স্ট্যান্ড থেকে কলা ঝুলছে,വാഴപ്പഴം സ്റ്റാൻഡിൽ തൂക്കിയിരിക്കുന്നു,ଷ୍ଟାଣ୍ଡରୁ ବନ୍ଧା ହୋଇଥିବା କଦଳୀ |
2408797,271,112,36,62,a church tower with a cross on the roof,छत पर एक क्रॉस के साथ एक चर्च टॉवर,ছাদে ক্রস সহ একটি গির্জার টাওয়ার,മേൽക്കൂരയിൽ കുരിശുള്ള പള്ളി ഗോപുരം,ଛାତ ଉପରେ କ୍ରୁଶ ଥିବା ଏକ ଚର୍ଚ୍ଚ ଟାୱାର |
2390438,0,230,175,260,Lid of glass cake stand,ग्लास केक स्टैंड की ढक्कन,কাচের কেক স্ট্যান্ডের ঢাকনা,ഗ്ലാസ് കേക്ക് സ്റ്റാൻഡിന്റെ അടപ്പ്,ଗ୍ଲାସ୍ କେକ୍ ଷ୍ଟାଣ୍ଡର ଲିଡ୍ |
2411641,284,37,76,323,member of opposing team trying to block the shooter's shot,निशानेबाज का शॉट ब्लॉक करने की कोशिश कर रहा विरोधी टीम का सदस्य,বিরোধী দলের সদস্য শ্যুটারের শটটি ব্লক করার চেষ্টা করছেন,ഷൂട്ടറുടെ ഷോട്ട് തടയാൻ ശ്രമിക്കുന്ന എതിർ ടീമിലെ അംഗം,ବିରୋଧୀ ଦଳର ସଦସ୍ୟ ସୁଟରଙ୍କ ସଟ୍କୁ ଅବରୋଧ କରିବାକୁ ଚେଷ୍ଟା କରୁଛନ୍ତି |
2361868,289,199,95,53,the stand is stable,स्टैंड स्थिर है,স্ট্যান্ড স্থিতিশীল,തട്ട് സുസ്ഥിരമാണ്,ଷ୍ଟାଣ୍ଡ ସ୍ଥିର ଅଛି |
2383599,267,199,74,65,batter being poured into a waffle press,बैटर को वफ़ल प्रेस में डाला जा रहा है,তরল কাই ওয়াফল প্রেস এ ঢালা হচ্ছে,മാവ് കേക്കിന്റെ അച്ചിലേക്ക് ഒഴിക്കുക,ଏକ ୱାଫ୍ ପ୍ରେସ୍ ରେ ବାଟା ଢଳାଯାଉଛି |
2368389,10,101,110,208,black metal fence behind a tennis court,एक टेनिस कोर्ट के पीछे काले धातु की बाड़,টেনিস কোর্টের পিছনে কালো ধাতব বেড়া,ഒരു ടെന്നീസ് കോർട്ടിന് പിന്നിൽ കറുത്ത മെറ്റൽ വേലി,ଟେନିସ୍ କୋର୍ଟ ପଛରେ କଳା ଧାତୁ ବାଡ଼ |
2363968,85,268,6,14,cross on the church roof,चर्च की छत पर क्रॉस,গির্জার ছাদ উপর ক্রস,പള്ളി മേൽക്കൂരയിൽ കുരിശ്,ଚର୍ଚ୍ଚ ଛାତ ଉପରେ ଅତିକ୍ରମ କର |
2372447,141,118,105,98,block on the pole,ध्रुव पर रोक,মেরু উপর ঘড়ি,തടിക്കട്ടയിലെ ധ്രുവം,ପୋଲ ଉପରେ ଅବରୋଧ
2348551,326,180,95,149,the second young lady is wearing capri-style jeans,दूसरी युवा महिला ने कैपरी स्टाइल की जींस पहनी हुई है,দ্বিতীয় যুবতী ক্যাপরি স্টাইলের জিন্স পরেছেন,രണ്ടാമത്തെ യുവതി കാപ്രി-സ്റ്റൈൽ ജീൻസ് ധരിക്കുന്നു,ଦ୍ୱିତୀୟ ଯୁବତୀ କ୍ୟାପ୍ରି ଷ୍ଟାଇଲ୍ ଜିନ୍ସ ପିନ୍ଧିଛନ୍ତି |
2408617,1,331,324,167,The blue tennis court,नीला टेनिस कोर्ट,নীল টেনিস কোর্ট,നീല ടെന്നീസ് കോർട്ട്,ନୀଳ ଟେନିସ୍ କୋର୍ଟ |
2368090,125,0,128,72,Angels overlooking the cross,क्रॉस को ऊपर से देखते हुए स्वर्गदूत,দেবদূতরা ক্রসকে অগ্রাহ্য করে,ഉയരത്തിൽ നിന്ന് കുരിശിനെ നോക്കുന്ന മാലാഖാമാർ,କ୍ରୁଶକୁ ଦେଖୁଥିବା ଦୂତମାନେ |
2328578,227,10,272,265,black Samsung tv on the tv stand,टीवी स्टैंड पर काली सैमसंग की टीवी,কালো স্ট্যান্ড স্যামসং টিভি,ടിവി സ്റ്റാൻഡിലെ കറുത്ത സാംസങ് ടിവി,ଟିଭି ଷ୍ଟାଣ୍ଡରେ କଳା ସାମସଙ୍ଗ ଟିଭି |
2407061,8,216,132,17,Neon green time and date stamp,नियॉन ग्रीन में समय और तारीख की मोहर,নিয়ন সবুজ সময় এবং তারিখ স্ট্যাম্প,നിയോൺ പച്ച സമയവും തീയതി സ്റ്റാമ്പും,ନିନ୍ ସବୁଜ ସମୟ ଏବଂ ତାରିଖ ଷ୍ଟାମ୍ପ୍ |
2383990,347,38,25,50,the blue handle of a french press,एक फ्रेंच प्रेस के नीले हैंडल,একটি ফরাসি প্রেসের নীল হাতল,ഒരു ഫ്രഞ്ച് അച്ചിന്റെ നീല ഹാൻഡിൽ,ଏକ ଫ୍ରେଞ୍ଚ ପ୍ରେସ୍ ର ନୀଳ ହ୍ୟାଣ୍ଡଲ୍ |
1067,52,226,25,12,an alarm clock on the night stand,नाईटस्टैंड पर एक अलार्म घड़ी,নাইট স্ট্যান্ডে একটি অ্যালার্ম ঘড়ি,രാത്രി സ്റ്റാൻഡിൽ ഒരു അലാറം ക്ലോക്ക്,ନାଇଟ୍ ଷ୍ଟାଣ୍ଡରେ ଏକ ଆଲାର୍ମ ଘଣ୍ଟା |
2361123,335,157,65,52,Dark colored stand a tv is on.,गहरे रंग का स्टैंड एक जिसपर एक टीवी है।,গাঢ় রঙিন স্ট্যান্ড একটি টিভি চালু আছে।,ഇരുണ്ട നിറമുള്ള സ്റ്റാൻഡിൽ ഒരു ടീവി ഉണ്ട്,ଗାଢ ରଙ୍ଗର ଷ୍ଟାଣ୍ଡ ଏକ ଟିଭି ଅନ୍ ଅଛି |
1592953,864,226,38,92,second traffic light on pole,पोल पर दूसरी ट्रैफिक लाइट,স্ট্যান্ডে দ্বিতীয় ট্র্যাফিক আলো,ധ്രുവത്തിലെ രണ്ടാമത്തെ ട്രാഫിക് ലൈറ്റ്,ପୋଲ ଉପରେ ଦ୍ୱିତୀୟ ଟ୍ରାଫିକ୍ ଲାଇଟ୍ |
2369344,305,296,64,81,Old english writing on board,बोर्ड पर पुरानी अंग्रेजी का लेखन,বোর্ডে পুরানো ইংরেজি লেখা,ബോർഡിലെ പഴയ ഇംഗ്ലീഷ് എഴുത്ത്,ବୋର୍ଡରେ ପୁରୁଣା ଇଂରାଜୀ ଲେଖା |
2325034,170,155,52,87,this is a coffee press,यह एक कॉफी प्रेस है,এটি একটি কফি প্রেস,ഇതൊരു കോഫി പ്രസ്സാണ്,ଏହା ଏକ କଫି ପ୍ରେସ୍ |
2397052,4,242,492,87,Green grass forms the ground.,हरी घास ज़मीन पर।,সবুজ ঘাস মাটি গঠন করে।,പച്ച പുല്ല് ഗ്രൗണ്ടിൽ രൂപാന്തരപ്പെടുന്നു,ସବୁଜ ଘାସ ଭୂମି ସୃଷ୍ଟି କରେ |
2320559,376,151,103,65,sign laying on the second set of red apples,लाल सेब के दूसरे सेट पर सन्केत रखा हुआ है,লাল আপেল এর দ্বিতীয় সেট এর উপর সাইন পড়ে আছে,ചുവന്ന ആപ്പിളിന്റെ രണ്ടാമത്തെ സെറ്റിൽ ഇടുക,ଲାଲ୍ ଆପଲ୍ ର ଦ୍ୱିତୀୟ ସେଟ୍ ଉପରେ ଚିହ୍ନ ରଖିବା |
2324781,103,23,15,91,A sign in not english,सन्केत अंग्रेजी में नहीं है,ইংরাজিতে নয় এমন একটি সাইন,ഒരു ചിഹ്നം ഇംഗ്ലീഷിൽ അല്ല,ଇଂରାଜୀ ନୁହେଁ ଏକ ଚିହ୍ନ |
2339732,413,184,32,40,black remote on the tv stand,टीवी स्टैंड पर काला रिमोट,টিভি স্ট্যান্ড কালো রিমোট,ടിവി സ്റ്റാൻഡിലെ കറുത്ത റിമോട്ട്,ଟିଭି ଷ୍ଟାଣ୍ଡରେ କଳା ରିମୋଟ୍ |
2336221,326,250,16,15,Windows logo stamp on laptop.,लैपटॉप पर विंडोज की मोहर।,ল্যাপটপে উইন্ডোজ লোগো স্ট্যাম্প।,ലാപ്‌ടോപ്പിൽ വിൻഡോസ് ലോഗോ സ്റ്റാമ്പ്.,ଲାପଟପ୍ ରେ ୱିଣ୍ଡୋଜ୍ ଲୋଗୋ ଷ୍ଟାମ୍ପ୍ |
2340502,244,234,64,82,french press coffee maker on the table,टेबल पर फ्रेंच प्रेस कॉफी मेकर,টেবিলে ফ্রেঞ্চ প্রেস কফি প্রস্তুতকারক,ഫ്രഞ്ച് പ്രസ്സ് കോഫി നിർമാതാവ് മേശപ്പുറത്ത്,ଟେବୁଲ ଉପରେ ଫ୍ରେଞ୍ଚ ପ୍ରେସ୍ କଫି ନିର୍ମାତା |
2369177,243,189,217,120,Black stand with microphone,माइक्रोफोन के साथ काली ब्लैक स्टैंड,মাইক্রোফোন দিয়ে কালো স্ট্যান্ড,മൈക്രോഫോണുള്ള കറുത്ത സ്റ്റാൻഡ്,ମାଇକ୍ରୋଫୋନ୍ ସହିତ କଳା ଷ୍ଟାଣ୍ଡ |
2413037,232,110,64,71,little white english car with vertical oblong taillights,लम्बाकार टेललाइट्स के साथ छोटी सफेद अंग्रेजी गाड़ी,উল্লম্ব বিভাজন টেইলাইট সহ ছোট সাদা ইংলিশ গাড়ি,ലംബമായ ദീർഘചതുരത്തിൽ പിൻദീപമുള്ള ചെറിയ വെളുത്ത നിരത്തിലെ ഇംഗ്ലീഷ് കാർ,ଭୂଲମ୍ବ ଓଲଙ୍ଗ ଟାଇଲାଇଟ ସହିତ ଛୋଟ ଧଳା ଇଂରାଜୀ କାର |
2410125,3,1,494,360,aqua press wall with white advertising signs,सफेद विज्ञापन संकेतों के साथ एक्वा प्रेस की दीवार,সাদা বিজ্ঞাপনের লক্ষণ সহ একোয়া প্রেস ওয়াল,വെളുത്ത പരസ്യ ചിഹ്നങ്ങളുള്ള അക്വാ പ്രസ്സ് മതിൽ,ଧଳା ବିଜ୍ଞାପନ ଚିହ୍ନ ସହିତ ଆକ୍ୱା ପ୍ରେସ୍ କାନ୍ଥ |
2409512,164,100,310,249,Soccer players on field.,मैदान पर फुटबॉल खिलाड़ी।,মাঠে সকার খেলোয়াড়রা।,മൈതാനത്ത് സംഘ പന്തുകളിക്കാർ.,ପଡ଼ିଆରେ ଫୁଟବଲ ଖେଳାଳୀ |
2316826,0,448,330,51,Top of net on tennis court,टेनिस कोर्ट पर नेट का उपरी हिस्सा,টেনিস কোর্টে নেট শীর্ষ,ടെന്നീസ് കോർട്ടിൽ വലയുടെ മുകൾഭാഗം,ଟେନିସ୍ କୋର୍ଟରେ ଜାଲର ଶୀର୍ଷ |
2399636,86,26,280,322,Coming fast around the bend,मोड़ के पास तेजी से आते हुए,বাঁক এর পাশে দ্রুতগতিতে আসছে,വളവിന് ചുറ്റും വേഗത്തിൽ വരുന്നു,ବଙ୍କା ଚାରିପାଖରେ ଶୀଘ୍ର ଆସୁଛି |
2402111,5,80,494,90,Blue border around tennis court,टेनिस कोर्ट के चारों ओर ब्लू बॉर्डर,টেনিস কোর্টের চারপাশে নীল সীমানা,ടെന്നീസ് കോർട്ടിന് ചുറ്റും നീല അതിർത്തി,ଟେନିସ୍ କୋର୍ଟ ପରିସରରେ ନୀଳ ସୀମା |
2333209,172,345,131,84,ink stamp print,स्याही मोहर प्रिंट,কালি স্ট্যাম্প প্রিন্ট,മഷി സ്റ്റാമ്പ് പ്രിന്റ്,ଇଙ୍କି ଷ୍ଟାମ୍ପ୍ ପ୍ରିଣ୍ଟ୍ |
2345376,202,105,67,75,yellow sticker with asian characters,एशियाई अक्षरों के साथ पी्ली स्टीकर,এশিয়ান অক্ষরের সাথে হলুদ স্টিকার,ഏഷ്യൻ പ്രതീകങ്ങളുള്ള മഞ്ഞ സ്റ്റിക്കർ,ଏସିଆନ୍ ଅକ୍ଷର ସହିତ ହଳଦିଆ ଷ୍ଟିକର୍ |
2375568,334,112,82,95,second seat on motorcycle,मोटरसाइकिल पर दूसरी सीट,মোটরসাইকেলের দ্বিতীয় আসন,മോട്ടോർ സൈക്കിളിൽ രണ്ടാമത്തെ സീറ്റ്,ମୋଟରସାଇକେଲରେ ଦ୍ୱିତୀୟ ସିଟ୍ |
2378217,27,43,403,330,four female soccer players on a grassy field,एक घास के मैदान पर चार महिला फुटबॉल खिलाड़ी,ঘাসের মাঠে চারজন মহিলা ফুটবল খেলোয়াড়,പുൽമേടിൽ നാല് വനിതാ കാല്പന്ത് കളിക്കാർ,ଏକ ଘାସ ପଡ଼ିଆରେ ଚାରିଜଣ ମହିଳା ଫୁଟବଲ୍ ଖେଳାଳୀ |
2376716,79,289,30,14,date 2008 printed on the label,दिनांक 2008 लेबल पर मुद्रित किया गया है,তারিখ 2008 লেবেলে মুদ্রিত,തീയതി 2008 ലേബലിൽ അച്ചടിച്ചു,2008 ଲେବଲ୍ ରେ ମୁଦ୍ରିତ |
2403723,3,226,362,263,grass tennis court,घास का टेनिस कोर्ट,গ্রাস টেনিস কোর্ট,പുൽ ടെന്നീസ് മൈതാനം,ଘାସ ଟେନିସ୍ କୋର୍ଟ |
2392536,222,156,57,32,colored springs on truck,ट्रक पर रंगीन स्प्रिंग्स,ট্রাকে রঙিন স্প্রিং,ട്രക്കിലെ നിറമുള്ള യന്ത്ര സ്പ്രിംഗ്‌,ଟ୍ରକରେ ରଙ୍ଗୀନ ସ୍ପ୍ରିଙ୍ଗ |
2378024,3,2,310,317,white cement block wall,सफेद सीमेंट ब्लॉक की दीवार,সাদা সিমেন্ট ব্লক প্রাচীর,വെളുത്ത സിമൻറ് ബ്ലോക്ക് മതിൽ,ଧଳା ସିମେଣ୍ଟ ବ୍ଲକ୍ କାନ୍ଥ |
2410318,136,300,60,25,a cats closed eye forms a slit,एक बिल्ली की बंद आंख सँकरी दरार बनाती हुई,একটি বিড়াল বদ্ধ চোখ একটি চেরা গঠন,പൂച്ച അടച്ച കണ്ണ് ഒരു വിടവ് ഉണ്ടാക്കുന്നു,ଏକ ବିଲେଇ ବନ୍ଦ ଆଖି ଏକ ଖଣ୍ଡ ତିଆରି କରେ |
2335830,8,98,53,98,the judge's chair by the court,कोर्ट के बगल में न्यायाधीश की कुर्सी,কোর্ট এর পাশে বিচারক এর চেয়ার,കളിസ്ഥലത്തു വിധികർത്താവിന്റെ കസേര,କୋର୍ଟ ଦ୍ୱାରା ବିଚାରପତିଙ୍କ ଆସନ |
2384592,211,3,87,320,a white surfboard stand next to yellow one,एक सफेद सर्फ़बोर्ड स्टैडं के बगल में पीले सर्फ़बोर्ड,হলুদ রঙের পাশে একটি সাদা সার্ফবোর্ড,മഞ്ഞ സർഫ്ബോര്ഡിനു അടുത്തായി ഒരു വെളുത്ത സർഫ്ബോർഡ് നിൽക്കുന്നു,ହଳଦିଆ ରଙ୍ଗର ଏକ ଧଳା ସର୍ଫବୋର୍ଡ ଛିଡା ହୋଇଛି |
2329518,132,242,92,63,a layer of fine sweet chocolate,महीन मीठी चॉकलेट की एक परत,সূক্ষ্ম মিষ্টি চকোলেট একটি স্তর,മനോഹരമായ മധുരമുള്ള ചോക്ലേറ്റ് പാളി,ସୂକ୍ଷ୍ମ ମିଠା ଚକୋଲେଟର ଏକ ସ୍ତର |
2378390,124,472,102,21,the watermark is a block font,वॉटरमार्क एक ब्लॉक फ़ॉन्ट है,ওয়াটারমার্ক একটি ব্লক ফন্ট,വാട്ടർമാർക്ക് ഒരു ബ്ലോക്ക് ഫോണ്ടാണ്,ୱାଟର ମାର୍କ ହେଉଛି ଏକ ବ୍ଲକ ଫଣ୍ଟ |
2410316,50,165,138,60,red second hand on top of other hands,लाल सैकडं कांटा दूसरे कांटो पर,অন্য কাঁটার উপর লাল সেকেন্ডের কাঁটা,മറ്റ് സൂചികളുടെ മുകളിലാണ് ചുവന്ന സെക്കന്റ്‌ സൂചി,ଅନ୍ୟ ହାତ ଉପରେ ଲାଲ୍ ଦ୍ୱିତୀୟ ହାତ |
2365162,205,391,71,45,long fine hairs on chin,ठोड़ी पर लंबे महीन बाल,চিবুকের উপর দীর্ঘ সূক্ষ্ম চুল,താടിയിൽ നീളമുള്ള നേർത്ത രോമങ്ങൾ,ଚିନ୍ ଉପରେ ଲମ୍ବା ସୂକ୍ଷ୍ମ କେଶ |
2361124,3,322,328,171,Single white line drawn on tennis court,टेनिस कोर्ट पर खींची गई एक सफेद लकीर,টেনিস কোর্টে টানা একক সাদা লাইন,ടെന്നീസ് കോർട്ടിൽ വരച്ച ഒറ്റ വെളുത്ത വര,ଟେନିସ୍ କୋର୍ଟରେ ଏକକ ଧଳା ରେଖା ଅଙ୍କିତ |
2345137,305,213,19,10,a red cross decal,एक लाल क्रॉस डीकल,একটি রেড ক্রস ডেসাল,ഒരു ചുവന്ന ക്രോസ് ഡെക്കൽ,ଏକ ଲାଲ୍ କ୍ରସ୍ ଡିକଲ୍ |
2336635,337,214,44,58,Blue garbage can on second floor.,दूसरी मंजिल पर नीला कचरे का डिब्बा।,নীল আবর্জনা দ্বিতীয় তলায় করতে পারেন।,രണ്ടാം നിലയിൽ നീല ചവറ്റുകുട്ട.,ଦ୍ୱିତୀୟ ମହଲାରେ ନୀଳ ଆବର୍ଜନା |
2353095,267,29,43,69,front of military plane is pointed and fast,सैन्य विमान की नोख तीक्ष्ण और तेज़ है,সামরিক বিমানের সামনে পয়েন্ট এবং দ্রুত হয়,സൈനിക വിമാനത്തിന്റെ മുൻവശം കൂർത്തതും വേഗതയുള്ളതുമാണ്,ସାମରିକ ବିମାନର ସମ୍ମୁଖକୁ ସୂଚିତ ଏବଂ ଦ୍ରୁତ ଅଟେ |
2318516,11,343,159,25,signature of artist and date,कलाकार के हस्ताक्षर और तारीख,শিল্পীর স্বাক্ষর এবং তারিখ,ആർട്ടിസ്റ്റിന്റെ ഒപ്പും തീയതിയും,କଳାକାର ଏବଂ ତାରିଖର ଦସ୍ତଖତ |
2351588,417,114,55,38,book of forms on desk,डेस्क पर प्रपत्रों की पुस्तक,ডেস্কে ফর্ম বই,ഫോമുകളുടെ പുസ്തകം മേശപ്പുറത്ത്,ଡେସ୍କରେ ଫର୍ମ ବୁକ୍ |
285649,246,587,164,326,Silver french press coffee maker,रजत फ्रेंच प्रेस कॉफी मेकर,সিলভার ফরাসি প্রেস কফি প্রস্তুতকারক,സിൽവർ ഫ്രഞ്ച് പ്രസ്സ് കോഫി മേക്കർ,ରୂପା ଫ୍ରେଞ୍ଚ ପ୍ରେସ୍ କଫି ନିର୍ମାତା |
2390413,359,307,130,45,orange date stamp on photo,तस्वीर पर नारंगी तारीख की मुहर,ছবির উপর কমলা তারিখ স্ট্যাম্প,ഫോട്ടോയിലെ ഓറഞ്ച് തീയതി സ്റ്റാമ്പ്,ଫଟୋରେ କମଳା ତାରିଖ ଷ୍ଟାମ୍ପ |
2334284,146,5,112,197,woman in back of a court,एक कोर्ट के पीछे महिला,কোর্টের পিছনে মহিলা,ഒരു കോർട്ടിന്റെ പിന്നിലുള്ള സ്ത്രീ,ଏକ କୋର୍ଟ ପଛରେ ମହିଳା |
2384595,307,484,62,14,the date of the picture,तस्वीर की तारीख,ছবির তারিখ,ചിത്രത്തിന്റെ തീയതി,ଚିତ୍ରର ତାରିଖ
2385924,300,233,72,20,gray color on court,कोर्ट पर ग्रे रंग,কোর্টে ধূসর রঙ,കോർട്ടിൽ ചാരനിറം,କୋର୍ଟରେ ଧୂସର ରଙ୍ଗ |
2384671,381,117,97,50,small models boats on TV,टीवी पर छोटी मॉडल नावें,ছোট মডেল টিভিতে নৌকা,ടിവിയിൽ ചെറിയ ബോട്ടിന്റെ മോഡലുകൾ,ଟିଭିରେ ଛୋଟ ମଡେଲ ଡଙ୍ଗା |
34,417,32,256,96,glass block privacy wall,ग्लास ब्लॉक गोपनीयता दीवार,কাচ ব্লক গোপনীয়তা প্রাচীর,ഗ്ലാസ് ബ്ലോക്ക് സ്വകാര്യ മതിൽ,ଗ୍ଲାସ୍ ବ୍ଲକ୍ ଗୋପନୀୟତା କାନ୍ଥ |
4455,9,448,791,199,red painted lines on wooden court floor,लकड़ी के फर्श पर लाल चित्रित रेखाएँ,কাঠের কোর্ট ফ্লোরে লাল আঁকা লাইন,മരം കോർട്ട് തറയിൽ ചുവന്ന ചായം പൂശിയ വരകൾ,କାଠ କୋର୍ଟ ଚଟାଣରେ ନାଲି ରଙ୍ଗର ରେଖା |
2359855,309,36,20,14,red cross with a white background,सफेद पृष्ठभूमि के साथ लाल क्रॉस,একটি সাদা পটভূমি সঙ্গে রেড ক্রস,വെളുത്ത പശ്ചാത്തലമുള്ള ചുവന്ന ക്രോസ്,ଧଳା ପୃଷ୍ଠଭୂମି ସହିତ ନାଲି କ୍ରସ୍ |
2316660,101,24,242,235,soccer players in a light blue uniforms,हल्के नीले रंग की वर्दी में फुटबॉल खिलाड़ी,হালকা নীল রঙের ইউনিফর্মে ফুটবল খেলোয়াড়,ഇളം നീല നിറത്തിലുള്ള യൂണിഫോമിൽ സോക്കർ കളിക്കാർ,ହାଲୁକା ନୀଳ ରଙ୍ଗର ୟୁନିଫର୍ମରେ ଫୁଟବଲ୍ ଖେଳାଳୀ |
2401911,41,30,423,314,car moving incredibly fast,तेजी से बढ़ रही कार,অবিশ্বাস্যভাবে দ্রুত গাড়ী চলমান,അവിശ്വസനീയമാംവിധം വേഗത്തിൽ നീങ്ങുന്നു കാർ,କାର ଅତ୍ୟନ୍ତ ଦ୍ରୁତ ଗତିରେ ଗତି କରୁଛି |
